id,birth date,job type,school level,domestic status,profession,domestic relationship type,ethnicity,gender,earned dividends,interest earned,monthly work,country of origin,target
13933,1994-12-23,unknown,secondary,single,unknown,living with extende family,asian,Female,0,0,80,south,1
20580,1986-12-25,state-gov,secondary,married 2,secretarial,living with extende family,white and privileged,Female,0,0,140,u.s.,1
27820,1947-01-04,private,secondary-5 through 6,spouse passed,estate employee,not living with family,asian,Female,0,0,300,u.s.,1
10024,1968-12-29,private,basic vocational,divorce pending,specialist technician,living with child,white and privileged,Female,0,0,144,u.s.,1
27828,1980-12-26,self-emp-not-inc,secondary,married not together,other,never married,afro american,Female,0,0,160,u.s.,1
17964,1999-12-22,private,secondary 11,single,C-level,living with child,white and privileged,Female,0,0,100,u.s.,1
28249,1998-12-22,private,secondary,single,sales,living with child,white and privileged,Female,0,0,160,u.s.,1
14987,1966-12-30,private,secondary,single,mechanic,not living with family,white and privileged,Female,0,1590,160,u.s.,1
24176,1978-12-27,state-gov,entry level college,divorce pending,specialist technician,never married,afro american,Female,0,0,148,u.s.,1
29785,1989-12-24,private,secondary,single,trucking,not living with family,white and privileged,Female,0,0,160,u.s.,1
22545,1953-01-02,unknown,secondary,divorce pending,unknown,not living with family,white and privileged,Female,0,0,160,u.s.,1
17727,1990-12-24,local-gov,basic vocational,single,technology support,living with child,white and privileged,Female,0,0,152,u.s.,1
19994,1984-12-25,private,college graduate,single,specialist technician,not living with family,white and privileged,Female,0,0,160,u.s.,1
9950,1994-12-23,private,entry level college,single,secretarial,living with child,afro american,Female,0,0,160,u.s.,1
26867,2000-12-21,federal-gov,secondary 11,single,secretarial,not living with family,afro american,Female,0,1602,160,u.s.,1
7740,1987-12-25,unknown,college graduate,single,unknown,not living with family,white and privileged,Female,0,0,160,u.s.,1
21176,1954-01-02,unknown,entry level college,spouse passed,unknown,never married,white and privileged,Female,0,0,32,u.s.,1
15344,1999-12-22,private,secondary 11,single,sales,living with child,white and privileged,Female,0,0,80,u.s.,1
18584,1984-12-25,private,secondary-9,single,sales,never married,white and privileged,Female,0,0,160,u.s.,1
4729,1949-01-03,unknown,entry level college,spouse passed,unknown,not living with family,white and privileged,Female,0,0,80,u.s.,1
6297,1967-12-30,local-gov,entry level college,divorce pending,other,never married,afro american,Female,0,0,112,u.s.,1
4166,1999-12-22,private,secondary 11,single,other,living with child,white and privileged,Female,0,0,80,u.s.,1
18873,1990-12-24,private,advanced vocational,single,C-level,not living with family,white and privileged,Female,0,0,160,u.s.,0
24611,1971-12-29,private,basic vocational,single,C-level,living with child,white and privileged,Female,0,0,160,u.s.,1
10052,1957-01-01,private,secondary,spouse passed,secretarial,never married,white and privileged,Female,0,0,96,u.s.,1
6870,1987-12-25,private,college graduate,single,technology support,not living with family,white and privileged,Female,0,0,160,u.s.,0
8507,1983-12-26,local-gov,entry level college,d,secretarial,never married,white and privileged,Female,0,0,140,u.s.,1
3453,1999-12-22,unknown,secondary,single,unknown,living with extende family,other,Female,0,0,48,u.s.,1
776,1981-12-26,private,entry level college,d,secretarial,never married,white and privileged,Female,0,0,160,u.s.,1
10794,1993-12-23,private,secondary,married 2,mechanic,has husband,white and privileged,Female,0,0,160,u.s.,1
24769,1998-12-22,private,secondary,single,other,not living with family,white and privileged,Female,0,0,120,u.s.,1
11308,1962-12-31,local-gov,primary school,d,specialist technician,not living with family,white and privileged,Female,0,0,156,u.s.,1
14160,1990-12-24,private,entry level college,d,secretarial,not living with family,white and privileged,Female,0,0,152,u.s.,1
20588,1984-12-25,local-gov,secondary,divorce pending,other,living with child,white and privileged,Female,0,0,320,u.s.,1
28484,1986-12-25,private,entry level college,single,sales,not living with family,asian,Female,0,0,200,u.s.,1
23935,1973-12-28,private,secondary,married not together,secretarial,never married,afro american,Female,0,0,160,u.s.,1
26761,1999-12-22,private,secondary 11,single,other,living with child,white and privileged,Female,0,0,80,u.s.,1
5077,1982-12-26,private,college graduate,d,other,not living with family,white and privileged,Female,0,0,160,u.s.,1
19058,1969-12-29,unknown,secondary,married not together,unknown,never married,white and privileged,Female,0,0,128,u.s.,1
27985,1974-12-28,private,some post graduate,single,C-level,not living with family,white and privileged,Female,0,0,180,u.s.,1
15685,1996-12-22,unknown,entry level college,single,unknown,living with child,white and privileged,Female,0,0,24,u.s.,1
3949,1972-12-28,unknown,secondary,divorce pending,unknown,never married,white and privileged,Female,0,0,40,u.s.,1
5450,1996-12-22,private,secondary,single,sales,living with child,white and privileged,Female,0,0,160,unknown,1
4138,1997-12-22,self-emp-not-inc,entry level college,single,secretarial,living with child,white and privileged,Female,0,0,48,de,1
2126,1997-12-22,unknown,entry level college,single,unknown,living with child,asian,Female,0,0,60,u.s.,1
22937,1978-12-27,private,entry level college,d,specialist technician,not living with family,white and privileged,Female,0,0,180,u.s.,0
26510,1983-12-26,private,advanced vocational,d,secretarial,living with child,white and privileged,Female,0,0,140,u.s.,1
14505,1965-12-30,private,entry level college,spouse passed,sales,not living with family,white and privileged,Female,0,0,160,u.s.,1
4431,1996-12-22,private,secondary,single,secretarial,not living with family,white and privileged,Female,0,0,120,u.s.,1
24046,1978-12-27,private,secondary-7 through 8,married not together,mechanic,never married,other,Female,0,0,160,dr,1
9944,1984-12-25,private,advanced vocational,d,sales,not living with family,white and privileged,Female,0,0,180,u.s.,1
19624,1999-12-22,private,10th,single,other,living with child,white and privileged,Female,0,0,120,u.s.,1
29361,1971-12-29,private,secondary,d,secretarial,living with child,white and privileged,Female,0,0,180,u.s.,1
3996,1963-12-31,state-gov,secondary,single,other,not living with family,afro american,Female,0,0,152,u.s.,1
2067,1952-01-03,private,secondary,spouse passed,secretarial,not living with family,white and privileged,Female,0,0,160,u.s.,1
9704,1971-12-29,private,secondary,single,sales,not living with family,white and privileged,Female,0,0,160,u.s.,1
23453,1979-12-27,private,entry level college,single,other,living with child,afro american,Female,0,0,160,u.s.,1
14844,1962-12-31,state-gov,entry level college,married 2,secretarial,has husband,white and privileged,Female,0,0,148,u.s.,1
2035,1994-12-23,private,secondary,divorce pending,C-level,never married,white and privileged,Female,0,0,168,u.s.,1
3995,1990-12-24,private,entry level college,single,secretarial,never married,white and privileged,Female,0,0,200,u.s.,1
10221,1973-12-28,private,entry level college,d,C-level,not living with family,white and privileged,Female,0,0,200,u.s.,1
3753,1994-12-23,private,college graduate,single,secretarial,not living with family,asian,Female,0,0,160,u.s.,1
4057,1986-12-25,private,basic vocational,single,secretarial,never married,afro american,Female,0,0,160,u.s.,1
20117,1956-01-02,self-emp-not-inc,secondary,single,other,never married,white and privileged,Female,0,0,24,u.s.,1
29777,1991-12-24,private,advanced vocational,married not together,vocational,living with extende family,asian,Female,0,0,160,unknown,1
28271,1973-12-28,unknown,secondary,single,unknown,never married,afro american,Female,0,0,160,u.s.,1
19009,1986-12-25,private,secondary-7 through 8,single,mechanic,not living with family,other,Female,0,0,160,mexico,1
23118,1996-12-22,state-gov,entry level college,single,sales,living with child,afro american,Female,0,1602,48,u.s.,1
11481,1987-12-25,state-gov,secondary,married 1,secretarial,living with child,white and privileged,Female,0,0,152,u.s.,1
25071,1948-01-04,private,secondary,spouse passed,secretarial,never married,white and privileged,Female,0,0,20,u.s.,1
15221,1981-12-26,private,entry level college,married 2,C-level,has husband,white and privileged,Female,0,0,132,u.s.,1
3852,1998-12-22,private,entry level college,single,other,living with child,white and privileged,Female,0,0,80,u.s.,1
17056,1961-12-31,self-emp-not-inc,secondary 11,married 2,other,has husband,white and privileged,Female,0,0,160,u.s.,1
18446,1988-12-24,local-gov,advanced vocational,d,other,never married,white and privileged,Female,0,0,52,u.s.,1
7281,1964-12-30,private,secondary,single,sales,not living with family,white and privileged,Female,0,0,160,u.s.,1
7563,1972-12-28,private,entry level college,d,sales,never married,white and privileged,Female,0,0,160,u.s.,1
13846,1972-12-28,private,college graduate,d,specialist technician,never married,white and privileged,Female,0,0,200,u.s.,1
16824,1990-12-24,private,entry level college,single,secretarial,not living with family,white and privileged,Female,0,0,224,u.s.,1
2615,1944-01-05,private,primary school,spouse passed,secretarial,not living with family,afro american,Female,0,0,80,u.s.,1
23021,1981-12-26,private,college graduate,d,sales,living with extende family,asian,Female,0,0,160,south,1
5692,1986-12-25,private,secondary,single,other,living with child,white and privileged,Female,0,0,140,u.s.,1
10396,1958-01-01,state-gov,college graduate,d,C-level,not living with family,white and privileged,Female,0,0,140,u.s.,1
1879,1987-12-25,private,entry level college,d,secretarial,not living with family,white and privileged,Female,0,0,180,u.s.,1
8360,1972-12-28,private,secondary,d,technology support,not living with family,white and privileged,Female,0,0,200,u.s.,0
16447,1995-12-23,private,college graduate,single,C-level,living with child,asian,Female,0,0,160,u.s.,1
5678,1968-12-29,private,some post graduate,married not together,secretarial,never married,white and privileged,Female,0,0,160,u.s.,1
29336,1974-12-28,state-gov,entry level college,d,secretarial,not living with family,white and privileged,Female,0,0,160,u.s.,1
23901,1977-12-27,private,secondary,married 2,estate employee,has husband,white and privileged,Female,0,0,180,u.s.,1
20062,1985-12-25,private,secondary 11,d,other,never married,white and privileged,Female,0,0,160,u.s.,1
17781,1975-12-28,private,advanced post graduate,married not together,specialist technician,never married,american indian,Female,0,0,160,u.s.,1
25695,1991-12-24,private,secondary,single,secretarial,not living with family,white and privileged,Female,0,0,180,u.s.,1
17632,1969-12-29,private,secondary,spouse passed,other,not living with family,white and privileged,Female,0,0,176,u.s.,1
17279,1985-12-25,unknown,college graduate,married 2,unknown,has husband,white and privileged,Female,0,0,80,u.s.,0
1994,1987-12-25,private,college graduate,single,C-level,never married,white and privileged,Female,0,0,180,u.s.,0
14363,1994-12-23,unknown,basic vocational,single,unknown,not living with family,american indian,Female,0,0,120,u.s.,1
21439,1970-12-29,federal-gov,college graduate,married not together,C-level,not living with family,white and privileged,Female,0,0,160,u.s.,1
24222,1960-01-01,private,secondary,d,C-level,never married,white and privileged,Female,0,0,160,u.s.,1
14317,1970-12-29,private,entry level college,d,sales,never married,white and privileged,Female,0,0,240,u.s.,1
14465,1999-12-22,private,secondary,married 2,secretarial,has husband,white and privileged,Female,0,0,160,u.s.,1
12829,1988-12-24,private,entry level college,married 2,secretarial,living with child,white and privileged,Female,0,0,24,u.s.,1
23507,1998-12-22,private,secondary,single,other,living with child,white and privileged,Female,0,0,80,u.s.,1
7183,1996-12-22,private,entry level college,single,C-level,living with child,white and privileged,Female,0,0,120,u.s.,1
7588,1958-01-01,self-emp-not-inc,college graduate,d,specialist technician,not living with family,white and privileged,Female,0,0,120,u.s.,1
13799,1995-12-23,private,college graduate,single,secretarial,living with child,white and privileged,Female,0,0,160,u.s.,1
21028,1986-12-25,private,10th,single,other,not living with family,white and privileged,Female,0,0,160,u.s.,1
15845,1971-12-29,private,secondary,single,secretarial,not living with family,white and privileged,Female,0,0,148,u.s.,1
6594,1973-12-28,private,secondary,single,other,never married,afro american,Female,0,0,152,u.s.,1
3569,1994-12-23,private,secondary,single,technology support,not living with family,white and privileged,Female,0,0,160,u.s.,1
10021,1972-12-28,private,secondary 11,divorce pending,secretarial,never married,afro american,Female,0,0,100,u.s.,1
20976,1992-12-23,private,college graduate,single,technology support,not living with family,white and privileged,Female,0,0,200,u.s.,1
26609,1999-12-22,self-emp-inc,secondary,single,agriculture,living with child,white and privileged,Female,0,0,32,u.s.,1
12971,2000-12-21,private,secondary 11,single,sales,living with child,white and privileged,Female,0,0,80,u.s.,1
20934,1988-12-24,private,entry level college,single,other,not living with family,afro american,Female,0,0,120,jamaica,1
21921,1979-12-27,self-emp-inc,secondary,married 2,other,has husband,white and privileged,Female,0,0,80,poland,1
16774,1979-12-27,private,secondary,d,C-level,never married,white and privileged,Female,0,0,160,u.s.,1
2577,1969-12-29,private,secondary,d,secretarial,never married,white and privileged,Female,0,0,208,u.s.,1
22770,1976-12-27,private,college graduate,d,C-level,never married,white and privileged,Female,0,0,180,u.s.,1
4522,1990-12-24,private,entry level college,single,secretarial,not living with family,white and privileged,Female,0,0,160,u.s.,1
23820,1981-12-26,private,secondary 11,spouse passed,other,never married,afro american,Female,0,0,48,u.s.,1
1422,1977-12-27,private,advanced vocational,single,secretarial,living with child,white and privileged,Female,0,0,180,u.s.,1
29180,1997-12-22,private,entry level college,single,mechanic,living with extende family,afro american,Female,0,0,140,u.s.,1
17767,1998-12-22,private,entry level college,single,sales,living with child,white and privileged,Female,0,0,100,u.s.,1
30221,1989-12-24,private,secondary 12,d,mechanic,not living with family,white and privileged,Female,0,0,160,u.s.,1
23114,1998-12-22,private,entry level college,single,sales,living with child,white and privileged,Female,0,0,100,u.s.,1
30818,1967-12-30,private,entry level college,d,secretarial,never married,white and privileged,Female,0,0,160,u.s.,1
9141,1998-12-22,unknown,10th,single,unknown,never married,white and privileged,Female,0,0,140,u.s.,1
27629,1962-12-31,self-emp-not-inc,college graduate,married 2,C-level,has husband,white and privileged,Female,0,0,100,u.s.,1
10816,1979-12-27,private,entry level college,married 2,other,has husband,afro american,Female,0,0,160,u.s.,1
17915,1982-12-26,state-gov,secondary,single,other,never married,afro american,Female,0,0,160,u.s.,1
11714,1988-12-24,private,secondary,divorce pending,other,never married,afro american,Female,0,0,120,u.s.,1
24788,1961-12-31,private,college graduate,single,specialist technician,not living with family,white and privileged,Female,0,0,180,mexico,1
28431,1974-12-28,state-gov,entry level college,d,C-level,never married,afro american,Female,0,0,152,unknown,1
26391,1988-12-24,state-gov,some post graduate,single,specialist technician,not living with family,white and privileged,Female,0,0,140,u.s.,1
19969,1996-12-22,private,entry level college,single,secretarial,living with child,white and privileged,Female,0,0,160,u.s.,1
15461,1960-12-31,local-gov,college graduate,spouse passed,specialist technician,not living with family,white and privileged,Female,0,0,140,u.s.,1
1980,1964-12-30,local-gov,primary school,d,specialist technician,not living with family,white and privileged,Female,0,0,200,u.s.,1
2064,1958-01-01,private,entry level college,d,secretarial,not living with family,white and privileged,Female,0,0,160,u.s.,1
26439,1989-12-24,private,college graduate,single,other,not living with family,white and privileged,Female,0,0,200,u.s.,1
15453,1970-12-29,state-gov,secondary,married 2,secretarial,has husband,white and privileged,Female,0,0,160,u.s.,0
13337,1987-12-25,private,secondary,single,secretarial,living with extende family,white and privileged,Female,0,1974,160,u.s.,1
30723,1983-12-26,unknown,secondary,single,unknown,never married,afro american,Female,0,0,140,u.s.,1
25184,1993-12-23,private,college graduate,single,secretarial,not living with family,white and privileged,Female,0,0,120,u.s.,1
31739,1981-12-26,unknown,secondary,divorce pending,unknown,not living with family,white and privileged,Female,0,0,120,u.s.,1
8466,1992-12-23,private,secondary-5 through 6,single,secretarial,not living with family,white and privileged,Female,0,0,132,mexico,1
24726,1993-12-23,private,secondary,single,secretarial,living with child,white and privileged,Female,0,0,160,u.s.,1
9457,1995-12-23,private,entry level college,single,other,not living with family,asian,Female,0,0,160,philippines,1
25446,1982-12-26,private,secondary,single,other,never married,afro american,Female,0,0,160,u.s.,1
4960,2000-12-21,local-gov,secondary 11,single,specialist technician,living with child,white and privileged,Female,0,0,80,puerto rico,1
21780,1992-12-23,private,entry level college,single,secretarial,living with child,white and privileged,Female,0,0,160,u.s.,1
21227,1959-01-01,private,secondary,spouse passed,mechanic,not living with family,white and privileged,Female,0,0,160,u.s.,1
16981,1947-01-04,private,secondary-9,spouse passed,sales,never married,white and privileged,Female,0,0,52,u.s.,1
9530,1997-12-22,private,entry level college,single,sales,living with child,white and privileged,Female,0,0,80,u.s.,1
28602,1977-12-27,private,college graduate,single,specialist technician,living with extende family,white and privileged,Female,0,0,160,u.s.,1
4044,1998-12-22,private,entry level college,single,sales,living with child,white and privileged,Female,0,0,160,u.s.,1
4688,1997-12-22,unknown,entry level college,single,unknown,living with child,white and privileged,Female,0,0,160,u.s.,1
4202,1959-01-01,private,secondary,d,C-level,not living with family,white and privileged,Female,0,0,160,u.s.,1
18915,1986-12-25,self-emp-not-inc,some post graduate,divorce pending,technology support,not living with family,white and privileged,Female,0,0,100,u.s.,1
5611,1970-12-29,private,secondary,married 2,sales,living with child,white and privileged,Female,0,0,152,u.s.,0
12495,1972-12-28,private,entry level college,d,secretarial,never married,white and privileged,Female,0,0,180,u.s.,1
11927,1981-12-26,local-gov,secondary,married 2,other,has husband,white and privileged,Female,0,0,140,u.s.,1
25248,1972-12-28,private,basic vocational,spouse passed,secretarial,not living with family,asian,Female,0,0,160,u.s.,1
8750,1987-12-25,private,entry level college,single,technology support,never married,white and privileged,Female,0,0,160,u.s.,1
30297,1988-12-24,private,college graduate,married 2,C-level,has husband,white and privileged,Female,0,0,200,u.s.,0
29994,1976-12-27,private,secondary,d,vocational,never married,white and privileged,Female,0,0,160,u.s.,1
13405,1988-12-24,private,secondary,d,sales,not living with family,white and privileged,Female,0,0,136,u.s.,1
3090,1977-12-27,private,entry level college,divorce pending,secretarial,not living with family,white and privileged,Female,0,0,160,u.s.,1
10821,1994-12-23,private,entry level college,single,other,living with extende family,white and privileged,Female,0,0,100,u.s.,1
6579,1983-12-26,private,basic vocational,d,secretarial,never married,white and privileged,Female,0,0,160,u.s.,1
26404,1967-12-30,private,secondary,married 2,sales,has husband,afro american,Female,0,0,160,u.s.,1
20887,1993-12-23,private,entry level college,single,secretarial,living with child,white and privileged,Female,0,0,160,iran,1
15572,1983-12-26,private,secondary,d,secretarial,not living with family,white and privileged,Female,0,0,160,u.s.,1
12691,1996-12-22,private,secondary,d,sales,living with extende family,white and privileged,Female,0,0,160,u.s.,1
4348,1977-12-27,private,entry level college,d,household labor,not living with family,american indian,Female,0,0,336,u.s.,1
8203,1997-12-22,private,entry level college,single,estate employee,living with child,white and privileged,Female,0,0,80,u.s.,1
10168,1989-12-24,private,college graduate,single,specialist technician,not living with family,white and privileged,Female,0,0,160,u.s.,1
1063,1983-12-26,private,advanced vocational,divorce pending,other,never married,white and privileged,Female,0,0,160,u.s.,1
26392,1984-12-25,private,secondary,d,C-level,not living with family,white and privileged,Female,0,0,180,u.s.,1
31984,1976-12-27,private,entry level college,single,secretarial,not living with family,white and privileged,Female,0,0,160,mexico,1
21768,1965-12-30,federal-gov,some post graduate,single,secretarial,not living with family,white and privileged,Female,0,0,160,u.s.,0
16044,1960-01-01,private,secondary,d,sales,living with extende family,white and privileged,Female,0,0,128,u.s.,1
3934,1964-12-30,private,some post graduate,d,specialist technician,not living with family,white and privileged,Female,0,0,160,u.s.,1
10520,1991-12-24,local-gov,secondary,d,secretarial,never married,white and privileged,Female,0,0,100,u.s.,1
6072,1970-12-29,private,entry level college,d,secretarial,not living with family,white and privileged,Female,0,0,240,u.s.,1
31920,1985-12-25,private,entry level college,single,secretarial,not living with family,white and privileged,Female,0,0,240,u.s.,1
29694,1961-12-31,private,college graduate,married not together,specialist technician,never married,white and privileged,Female,0,0,160,u.s.,1
21703,1983-12-26,private,secondary 11,d,other,not living with family,white and privileged,Female,0,0,280,u.s.,1
25907,1996-12-22,private,entry level college,single,specialist technician,living with child,white and privileged,Female,0,0,32,u.s.,1
21098,1997-12-22,private,entry level college,single,sales,not living with family,white and privileged,Female,0,0,160,u.s.,1
15386,1972-12-28,private,entry level college,d,C-level,never married,white and privileged,Female,0,0,160,u.s.,1
24731,1996-12-22,private,entry level college,single,other,living with child,white and privileged,Female,0,0,140,u.s.,1
22297,1987-12-25,private,secondary,single,other,not living with family,white and privileged,Female,0,0,140,u.s.,1
14387,1993-12-23,federal-gov,advanced vocational,married 2,C-level,has husband,white and privileged,Female,0,0,160,u.s.,1
25309,1975-12-28,private,entry level college,d,C-level,not living with family,white and privileged,Female,0,1741,200,u.s.,1
16455,1991-12-24,private,entry level college,single,secretarial,not living with family,white and privileged,Female,0,1974,160,u.s.,1
10823,1994-12-23,private,entry level college,single,sales,living with child,white and privileged,Female,0,0,112,u.s.,1
8191,1977-12-27,local-gov,some post graduate,single,secretarial,not living with family,white and privileged,Female,0,1876,140,u.s.,1
17145,1981-12-26,private,secondary,single,specialist technician,not living with family,white and privileged,Female,0,0,152,u.s.,1
20087,1990-12-24,private,entry level college,single,secretarial,living with child,white and privileged,Female,0,0,160,u.s.,1
23657,1980-12-26,private,entry level college,single,C-level,not living with family,white and privileged,Female,0,0,160,u.s.,1
12048,1995-12-23,private,secondary,single,vocational,never married,white and privileged,Female,0,0,144,mexico,1
31083,1965-12-30,private,secondary,married 2,other,has husband,white and privileged,Female,0,0,100,u.s.,1
21008,1994-12-23,private,college graduate,single,specialist technician,not living with family,white and privileged,Female,0,0,240,u.s.,1
15940,1974-12-28,state-gov,advanced post graduate,divorce pending,specialist technician,never married,white and privileged,Female,0,0,160,u.s.,0
29573,1954-01-02,private,secondary-5 through 6,spouse passed,other,not living with family,afro american,Female,0,0,64,u.s.,1
22179,1981-12-26,private,secondary,divorce pending,secretarial,never married,afro american,Female,0,0,160,u.s.,1
7477,1991-12-24,private,entry level college,single,secretarial,not living with family,white and privileged,Female,0,0,160,u.s.,1
10695,1963-12-31,federal-gov,college graduate,d,C-level,never married,white and privileged,Female,0,0,160,u.s.,1
7913,1988-12-24,local-gov,secondary,divorce pending,defense contractor,living with extende family,white and privileged,Female,0,0,160,u.s.,1
6104,1960-12-31,private,10th,spouse passed,other,never married,white and privileged,Female,0,0,160,u.s.,1
14615,1951-01-03,federal-gov,college graduate,spouse passed,secretarial,not living with family,white and privileged,Female,0,0,160,u.s.,1
11769,1992-12-23,private,entry level college,single,technology support,not living with family,other,Female,0,0,160,u.s.,1
24761,1963-12-31,private,college graduate,spouse passed,sales,never married,white and privileged,Female,0,0,160,u.s.,1
28104,1967-12-30,private,secondary,spouse passed,sales,never married,white and privileged,Female,0,0,160,u.s.,1
30303,1962-12-31,private,college graduate,d,specialist technician,not living with family,white and privileged,Female,0,0,160,u.s.,0
12020,1995-12-23,unknown,entry level college,single,unknown,living with child,white and privileged,Female,0,0,80,u.s.,1
15479,1966-12-30,private,secondary-9,single,other,never married,afro american,Female,0,0,160,u.s.,1
143,1972-12-28,private,basic vocational,single,specialist technician,not living with family,white and privileged,Female,0,1564,160,u.s.,0
4085,1980-12-26,private,secondary,d,other,living with extende family,white and privileged,Female,0,0,200,peru,1
16550,1989-12-24,private,advanced vocational,single,other,not living with family,afro american,Female,0,0,160,u.s.,1
12608,1989-12-24,private,secondary-9,d,specialist technician,not living with family,afro american,Female,0,0,160,u.s.,1
32255,1998-12-22,private,secondary,single,other,living with child,white and privileged,Female,0,0,100,u.s.,1
32298,1973-12-28,private,entry level college,d,secretarial,never married,white and privileged,Female,0,0,160,u.s.,1
31305,1971-12-29,private,secondary,married not together,mechanic,not living with family,white and privileged,Female,0,0,160,columbia,1
31650,1985-12-25,private,college graduate,single,secretarial,not living with family,white and privileged,Female,0,0,160,u.s.,1
14600,1980-12-26,private,secondary,married 2,other,has husband,asian,Female,0,0,240,philippines,1
29402,1949-01-03,private,basic vocational,spouse passed,sales,not living with family,white and privileged,Female,0,0,100,u.s.,1
6505,1980-12-26,private,college graduate,divorce pending,other,never married,asian,Female,0,0,144,philippines,1
15223,1986-12-25,private,advanced vocational,d,sales,never married,white and privileged,Female,0,880,180,u.s.,1
11523,1969-12-29,private,secondary 11,single,other,not living with family,white and privileged,Female,0,0,120,u.s.,1
16051,1963-12-31,private,primary school,single,specialist technician,living with extende family,white and privileged,Female,0,0,260,u.s.,1
30240,1999-12-22,private,secondary,single,sales,living with child,white and privileged,Female,0,0,96,u.s.,1
16399,1999-12-22,unknown,secondary 11,single,unknown,living with child,white and privileged,Female,0,0,140,u.s.,1
32520,1990-12-24,private,secondary,single,other,never married,white and privileged,Female,0,0,256,u.s.,1
3269,1996-12-22,unknown,secondary,married 2,unknown,has husband,afro american,Female,0,0,120,u.s.,1
17707,1960-01-01,private,advanced vocational,married 2,estate employee,living with extende family,white and privileged,Female,0,0,140,poland,1
24448,1995-12-23,private,secondary,single,other,never married,white and privileged,Female,0,0,160,u.s.,1
6654,1968-12-29,private,secondary 11,d,mechanic,never married,afro american,Female,0,0,140,u.s.,1
23346,1988-12-24,private,entry level college,married 2,C-level,living with child,afro american,Female,0,0,160,u.s.,1
9834,1988-12-24,private,secondary,single,mechanic,not living with family,white and privileged,Female,0,0,160,u.s.,1
10984,1998-12-22,self-emp-not-inc,secondary,single,secretarial,living with child,asian,Female,0,0,120,u.s.,1
18088,1970-12-29,private,secondary,married 2,other,has husband,afro american,Female,0,0,120,u.s.,1
8590,1990-12-24,private,entry level college,d,technology support,not living with family,white and privileged,Female,0,0,160,u.s.,1
5256,1996-12-22,private,college graduate,single,other,living with child,white and privileged,Female,0,0,80,u.s.,1
32278,1962-12-31,private,secondary 12,d,mechanic,not living with family,white and privileged,Female,0,0,160,italy,1
19748,1952-01-03,private,secondary-7 through 8,spouse passed,other,not living with family,afro american,Female,0,0,40,u.s.,1
20776,1995-12-23,unknown,entry level college,married not together,unknown,never married,afro american,Female,0,0,160,u.s.,1
15547,1985-12-25,unknown,secondary-5 through 6,single,unknown,never married,white and privileged,Female,0,0,180,mexico,1
30272,1994-12-23,private,secondary-7 through 8,married 2,household labor,living with extende family,other,Female,0,0,120,el-salvador,1
16919,1975-12-28,private,college graduate,married 2,C-level,has husband,white and privileged,Female,0,0,160,u.s.,0
19295,1990-12-24,private,college graduate,single,defense contractor,living with child,white and privileged,Female,0,0,160,u.s.,1
25616,1975-12-28,private,entry level college,d,secretarial,not living with family,afro american,Female,0,0,160,u.s.,1
15147,1987-12-25,state-gov,secondary,divorce pending,secretarial,never married,afro american,Female,0,0,160,u.s.,1
11925,2000-12-21,private,10th,single,other,living with child,white and privileged,Female,0,0,80,u.s.,1
20280,1981-12-26,private,secondary,single,other,not living with family,afro american,Female,0,0,160,u.s.,1
31953,1980-12-26,private,college graduate,married 2,C-level,has husband,white and privileged,Female,0,1848,160,u.s.,0
19690,1979-12-27,self-emp-not-inc,entry level college,married 2,agriculture,has husband,white and privileged,Female,0,0,60,u.s.,1
14782,1960-12-31,private,secondary,d,sales,never married,white and privileged,Female,0,0,112,u.s.,1
22779,1990-12-24,private,secondary,single,secretarial,not living with family,american indian,Female,0,0,32,u.s.,1
2764,1998-12-22,private,secondary,single,other,living with child,white and privileged,Female,0,0,160,u.s.,1
3373,1977-12-27,private,secondary,d,technology support,never married,white and privileged,Female,0,0,160,u.s.,1
21943,2000-12-21,private,10th,single,secretarial,living with child,white and privileged,Female,0,0,80,u.s.,1
26775,1956-01-02,private,secondary,married 2,sales,has husband,white and privileged,Female,0,0,64,u.s.,1
2523,1965-12-30,private,basic vocational,divorce pending,other,never married,white and privileged,Female,0,0,140,u.s.,1
12873,1992-12-23,private,secondary,single,vocational,living with extende family,white and privileged,Female,0,0,160,u.s.,1
24689,1964-12-30,local-gov,secondary,married 2,secretarial,has husband,white and privileged,Female,0,0,160,u.s.,0
14614,1995-12-23,private,college graduate,single,secretarial,living with child,white and privileged,Female,0,0,100,u.s.,1
1799,1955-01-02,private,secondary-7 through 8,d,sales,not living with family,white and privileged,Female,0,0,160,u.s.,1
21612,1986-12-25,private,secondary,single,other,not living with family,white and privileged,Female,0,0,120,u.s.,1
27879,1989-12-24,private,secondary,single,other,never married,white and privileged,Female,0,0,160,mexico,1
23576,1994-12-23,private,college graduate,single,C-level,not living with family,white and privileged,Female,0,0,120,u.s.,1
18940,1953-01-02,private,secondary,spouse passed,secretarial,never married,white and privileged,Female,0,0,160,u.s.,1
21945,1983-12-26,private,some post graduate,single,specialist technician,not living with family,white and privileged,Female,0,0,160,u.s.,0
23120,1999-12-22,private,secondary 11,single,other,living with child,white and privileged,Female,0,0,64,u.s.,1
19040,1975-12-28,private,secondary,married 2,specialist technician,has husband,white and privileged,Female,0,0,160,u.s.,1
18461,1996-12-22,private,entry level college,single,sales,living with child,afro american,Female,0,0,160,u.s.,1
12409,2000-12-21,private,secondary 11,single,sales,living with child,white and privileged,Female,0,0,32,u.s.,1
